# key -> sha1(source text)[:10]   game version 1.0.5000.13
BattleDialog/Ch_2_4_9_1_001	6f54ff5bbc
Equip/Desc/Knife_12	9e7b930225
Equip/Desc/Knife_20	1d871e0cf0
Equip/Desc/Knife_21	3cd1acc330
Equip/Desc/Medi_01	1efd6e2eb3
Equip/Desc/Medi_02	42e1cf96b5
Equip/Desc/Medi_03	2e5e6549eb
Equip/Desc/Medi_04	cb371cf672
Equip/Desc/Medi_05	b2ab1f4286
Equip/Desc/Medi_22	41e0353362
Equip/Desc/Melee_01	9f1bf6f83f
Equip/Desc/Melee_10	cd03f46ff4
Equip/Desc/Melee_11	7f93185240
Equip/Desc/Melee_12	52d273968a
Equip/Desc/Melee_20	1cac727d9e
Equip/Desc/Melee_21	ad5b4a0f1c
Equip/Desc/Melee_22	88a2a9b5aa
Equip/Desc/Melee_30	96f6537a34
Equip/Desc/Poison_01	f44e4fc5a8
Equip/Desc/Poison_10	7763ef224d
Equip/Desc/Poison_11	31d71012b7
Equip/Desc/Poison_20	911980751f
Equip/Desc/Trap_01	1c5ad8735e
Equip/Desc/Trap_10	26cd821efe
Equip/Desc/Trap_11	6d98782ec0
Equip/Name/Ball_01	c68297bed3
Equip/Name/Ball_10	460cfc2d09
Equip/Name/Ball_11	b5d0f8ff3f
Equip/Name/Ball_20	34bc649be3
Equip/Name/Cloth_01	6047170deb
Equip/Name/Cloth_10	81f2409421
Equip/Name/Cloth_11	bb8c9c8558
Equip/Name/Cloth_20	79bad140de
Equip/Name/Cloth_21	ccb4d6e9ea
Equip/Name/Cloth_22	081e618874
Equip/Name/Knife_01	239916e735
Equip/Name/Knife_10	63105d44d5
Equip/Name/Knife_11	76d2505fdc
Equip/Name/Knife_12	743ecbe3b7
Equip/Name/Knife_20	6be8ad207d
Equip/Name/Knife_21	693f7ca39d
Equip/Name/Medi_01	a436515122
Equip/Name/Medi_02	9f57d6ec94
Equip/Name/Medi_03	b61b774ba2
Equip/Name/Medi_04	4c48190d59
Equip/Name/Medi_05	d46aec7f4e
Equip/Name/Medi_22	b34fd55471
Equip/Name/Melee_01	1ec8be8a16
Equip/Name/Melee_10	5b481cb56e
Equip/Name/Melee_11	d111eb75a1
Equip/Name/Melee_12	6dfd32939c
Equip/Name/Melee_20	8decf6ba0e
Equip/Name/Melee_21	b2810ac6d7
Equip/Name/Melee_22	2b9df18433
Equip/Name/Melee_30	9fac09806b
Equip/Name/Poison_01	a05c7ac684
Equip/Name/Poison_10	12bb92ea24
Equip/Name/Poison_11	be4f1f58fb
Equip/Name/Poison_20	6c6d19422d
Equip/Name/Trap_01	a05e1a7a9d
Equip/Name/Trap_10	f9967a5732
Equip/Name/Trap_11	10e8abbfe8
Facility/Effect/001_1	aee7544314
Facility/Effect/001_2	3a9c332c29
Facility/Effect/001_3	3a9c332c29
Facility/Effect/001_4	3a9c332c29
Facility/Effect/002_1	4d25f5aa6c
Facility/Effect/002_2	3a9c332c29
Facility/Effect/002_3	3a9c332c29
Facility/Effect/002_4	3a9c332c29
Facility/Effect/003_1	4d25f5aa6c
Facility/Effect/003_2	3a9c332c29
Facility/Effect/003_3	3a9c332c29
Facility/Effect/003_4	3a9c332c29
Facility/Effect/004_1	4d25f5aa6c
Facility/Effect/004_2	3a9c332c29
Facility/Effect/004_3	3a9c332c29
Facility/Effect/004_4	3a9c332c29
Facility/Effect/005_1	4d25f5aa6c
Facility/Effect/005_2	3a9c332c29
Facility/Effect/005_3	3a9c332c29
Facility/Effect/005_4	3a9c332c29
Facility/Name/001	dc6b372d7d
Facility/Name/002	36ed5cdcb4
Facility/Name/003	b84ddd7784
Facility/Name/004	7ed99e5339
Facility/Name/005	e55d090dbc
Facility/Name/006	260ee9250e
Facility/Name/007	6c4b129045
Facility/Title/AddMoney	40182fc74d
Facility/Title/Disable	11d2d4fe79
Flag/Name/H00001	5d63a0f919
Flag/Name/H00002	1274eeec5c
Flag/Name/H00003	6fb9e793fd
Flag/Name/H00004	4290974850
Flag/Name/H00005	9252d5f582
Flag/Name/H00006	8af25736b4
Flag/Name/H01001	295bf61bbd
Flag/Name/H01002	d7bbbef4ae
Flag/Name/H01003	2a61264f93
Flag/Name/H02001	89892db55e
Flag/Name/H02002	90e9934daf
Flag/Name/H02003	a16890dde9
Flag/Name/M60018	d20cc39f03
Flag/Name/M70051	bea2cc7eb8
Flag/Name/M70056	f3cbf3ef25
Flag/Name/M70065	f2551e079d
Flag/Name/M70066	c5cc101900
Flag/Name/M80003	69a4996a94
Flag/Name/M80008	69a4996a94
Flag/Name/M81000	48d1639165
Flag/Name/M81001	48d1639165
Flag/Name/M81002	71568e8c4f
Flag/Name/M81003	71568e8c4f
Flag/Name/M81004	2abd79d61b
Flag/Name/M81005	565dad2a5d
Flag/Name/M81006	30555a7cd4
Flag/Name/M81007	6217bbc0eb
Flag/Name/M81008	9a9dcd13ea
Flag/Name/M81009	aacab37952
Flag/Name/M81010	846db907f9
Flag/Name/M81011	d45d6af081
Flag/Name/M81012	31b64d72d6
Flag/Name/M82000	48d1639165
Flag/Name/M82001	48d1639165
Flag/Name/M82002	480183f15c
Flag/Name/M82003	e4b369ad55
Flag/Name/M82004	eba11ad430
Flag/Name/M82005	914db25a4f
Flag/Name/M82006	914db25a4f
Flag/Name/M82007	a9e083eec4
Flag/Name/M82008	63224bc1a7
Flag/Name/M82009	d14f5684d9
Free/Content/BackMountain	4d4f1aeee4
Free/Content/Center	a29c395876
Free/Content/Door	f26df8157a
Free/Content/Mall	b031a60486
Free/Content/Poison	4689c2d9c8
Free/Content/Room1	3b94a1a52d
Free/Content/Room2	35005a4bc8
Free/Content/Study	199b956e50
Free/Dialog/BackMountain	627801237b
Free/Dialog/Center	f9a7f5006d
Free/Dialog/Door	56e5c92a85
Free/Dialog/Mall	cec9157071
Free/Dialog/Poison	db207d98b9
Free/Dialog/Room1	2e06b83948
Free/Dialog/Room2	074737cd8c
Free/Dialog/Study	97ad851b11
LegendInfo/Ch_0_1_001	c7f189bda5
LegendInfo/Ch_0_2_001	90aa6e9c19
LegendInfo/Ch_0_2_002	9c77bee4f1
LegendInfo/Ch_0_3_001	5e60e3f806
LegendInfo/Ch_0_3_002	d1ee86e2db
LegendInfo/Ch_0_3_1_001	9b7b805adf
LegendInfo/Ch_0_4_001	ffc675b119
LegendInfo/Ch_0_4_002	cc5f5126da
LegendInfo/Ch_0_4_003	608109c2d1
LegendInfo/Ch_0_4_004	dfd361c958
LegendInfo/Ch_0_4_005	27e56fd4bb
LegendInfo/Ch_0_4_1_001	3067451886
LegendInfo/Ch_0_4_1_002	bff65af196
LegendInfo/Ch_0_5_001	e602d2a809
LegendInfo/Ch_0_5_002	cf7a7bb6be
LegendInfo/Ch_0_5_003	1d7823add2
LegendInfo/Ch_0_5_004	5427ba44ea
LegendInfo/Ch_0_5_005	a925cd4a1d
LegendInfo/Ch_0_5_006	c52712e12e
LegendInfo/Ch_0_5_007	8d6306e6c8
LegendInfo/Ch_0_5_1_001	ae17e53b0b
LegendInfo/Ch_0_5_1_002	35492528b5
LegendInfo/Ch_0_M_02_001	5403fc6aee
LegendInfo/Ch_0_M_02_002	e705aa3fa3
LegendInfo/Ch_0_M_02_003	faa3bf2a57
LegendInfo/Ch_0_M_02_004	1dc3b76e80
LegendInfo/Ch_0_M_03_02_001	44d4d92775
LegendInfo/Ch_0_M_03_02_002	f7feb89d38
LegendInfo/Ch_0_M_03_02_003	2b23eee692
LegendInfo/Ch_0_M_03_02_004	487836c1a9
LegendInfo/Ch_0_M_03_02_01_001	a6200c74d0
LegendInfo/Ch_0_M_03_02_02_001	c291d01e56
LegendInfo/Ch_0_M_03_02_03_001	1e0b01bf7f
LegendInfo/Ch_0_M_04_01_001	83b914302e
LegendInfo/Ch_0_M_04_01_002	a6707ee04e
LegendInfo/Ch_0_M_04_01_003	268381a453
LegendInfo/Ch_0_M_04_01_01_001	1a7f7b21a4
LegendInfo/Ch_0_M_04_01_02_001	b1435f5397
LegendInfo/Ch_0_M_04_01_02_002	8aebee6e5b
LegendInfo/Ch_1_1_001	7cf80eeebe
LegendInfo/Ch_1_1_1_001	55de96d84d
LegendInfo/Ch_1_1_1_002	69f9813e95
LegendInfo/Ch_1_1_1_003	42e9d88d2a
LegendInfo/Ch_1_1_2_001	9579a5d84e
LegendInfo/Ch_1_1_2_002	3cc3f48a23
LegendInfo/Ch_1_1_2_003	40ac805fb9
LegendInfo/Ch_1_2_1_001	5bb2005d15
LegendInfo/Ch_1_2_1_002	1e09a1a9d1
LegendInfo/Ch_1_2_1_003	d82a709be3
LegendInfo/Ch_1_2_1_004	5f78674001
LegendInfo/Ch_1_2_1_005	dfbec089c1
LegendInfo/Ch_1_2_1_006	2367351be7
LegendInfo/Ch_1_2_1_007	de1a375080
LegendInfo/Ch_1_2_1_008	a61609a200
LegendInfo/Ch_1_2_2_001	ae6afe0fc5
LegendInfo/Ch_1_2_2_002	c6729fe36b
LegendInfo/Ch_1_2_2_003	c0b5d6008d
LegendInfo/Ch_1_2_2_004	8118e4b6e3
LegendInfo/Ch_1_2_2_005	946e1728d0
LegendInfo/Ch_1_2_2_006	98a548683b
LegendInfo/Ch_1_2_2_007	f05a88cb6b
LegendInfo/Ch_1_2_2_008	6bc4cde3e8
LegendInfo/Ch_1_2_2_009	55cdd93943
LegendInfo/Ch_1_2_3_001	b9e13f90c4
LegendInfo/Ch_1_2_3_002	4da0e60feb
LegendInfo/Ch_1_2_3_003	da36ff09ee
LegendInfo/Ch_1_2_3_004	86b63fb74b
LegendInfo/Ch_1_2_3_005	0a2b53f40b
LegendInfo/Ch_1_2_3_006	9a27cd4661
LegendInfo/Ch_1_2_3_007	bd010624e1
LegendInfo/Ch_2_2_1_001	9c4255e950
LegendInfo/Ch_2_2_1_002	7a6b0310f7
LegendInfo/Ch_2_2_1_003	a6b2edec64
LegendInfo/Ch_2_2_1_004	765d82b3a8
LegendInfo/Ch_2_2_1_005	3e59b7a70a
LegendInfo/Ch_2_2_1_006	6aabd4e938
LegendInfo/Ch_2_2_1_007	fa9184479a
LegendInfo/Ch_2_2_2_001	078674cfdf
LegendInfo/Ch_2_2_2_002	66cde7a1a0
LegendInfo/Ch_2_2_2_003	d39038f46c
LegendInfo/Ch_2_2_2_004	6073bc17cb
LegendInfo/Ch_2_2_2_005	c4cd30d0ed
LegendInfo/Ch_2_2_2_006	cc031cf1f8
LegendInfo/Ch_2_2_2_007	feb6e5d2f9
LegendInfo/Ch_2_2_2_008	f830930f74
LegendInfo/Ch_2_2_2_009	bd88bee150
LegendInfo/Ch_2_2_2_010	f5e2af29d4
LegendInfo/Ch_2_2_2_011	8e788abb64
LegendInfo/Ch_2_2_3_2_001	04874c048e
LegendInfo/Ch_2_2_3_2_002	ea83c12c4f
LegendInfo/Ch_2_2_3_2_003	1d01ab06e6
LegendInfo/Ch_2_2_3_2_004	07a056a78b
LegendInfo/Ch_2_2_3_2_005	d62c87b722
LegendInfo/Ch_2_2_3_2_006	61b76eb038
LegendInfo/Ch_2_2_3_2_007	1a40e47367
LegendInfo/Ch_2_2_3_3_001	f8c277f339
LegendInfo/Ch_2_2_3_3_003	dbb7d495ff
LegendInfo/Ch_2_2_3_3_004	37aa7552de
LegendInfo/Ch_2_2_3_3_005	54b75df7e9
LegendInfo/Ch_2_2_3_4_001	9d98f6c6f3
LegendInfo/Ch_2_2_3_4_1_001	251444d041
LegendInfo/Ch_2_2_3_4_1_002	9252e36c82
LegendInfo/Ch_2_2_3_4_1_003	dc52965310
LegendInfo/Ch_2_2_3_4_1_004	4f0ccac4bb
LegendInfo/Ch_2_2_3_4_1_005	c15f0fda27
LegendInfo/Ch_2_2_3_4_1_1_001	ce58209a25
LegendInfo/Ch_2_2_3_4_1_1_002	b9a4c778fb
LegendInfo/Ch_2_2_3_4_1_1_003	be0057f426
LegendInfo/Ch_2_2_3_4_1_1_004	8a6f762aee
LegendInfo/Ch_2_2_3_4_1_1_005	d8331a850b
LegendInfo/Ch_2_2_3_4_1_1_006	b321115fe2
LegendInfo/Ch_2_2_3_4_2_001	e75e46b578
LegendInfo/Ch_2_2_3_4_2_002	998a822ebf
LegendInfo/Ch_2_2_3_4_2_003	f73ec294a7
LegendInfo/Ch_2_2_3_4_2_1_001	53c3b6102d
LegendInfo/Ch_2_2_3_4_3_001	b8b77736e5
LegendInfo/Ch_2_2_3_4_3_Break_001	9ce0e4b8a2
LegendInfo/Ch_2_2_3_4_3_Break_002	d390aaf389
LegendInfo/Ch_2_2_3_4_3_Break_003	3d603c971f
LegendInfo/Ch_2_2_3_4_3_Break_01_01_01_001	f774439ef8
LegendInfo/Ch_2_2_3_4_3_Break_01_01_01_002	c1a713d941
LegendInfo/Ch_2_2_3_4_3_Break_01_01_01_003	0adb5ed8ae
LegendInfo/Ch_2_2_3_4_3_Break_01_01_01_004	d00b0d1609
LegendInfo/Ch_2_2_3_4_3_Break_01_01_02_001	43b15fa216
LegendInfo/Ch_2_2_3_4_3_Break_01_01_02_002	189bbcb6ef
LegendInfo/Ch_2_2_3_4_3_Break_01_01_02_003	27ab94a9a7
LegendInfo/Ch_2_2_3_4_3_Break_01_01_02_004	4dbcbffd4d
LegendInfo/Ch_2_2_3_4_3_Break_01_01_02_005	368969a6c9
LegendInfo/Ch_2_2_3_4_3_Break_01_01_02_006	2e6f45f71d
LegendInfo/Ch_2_2_3_4_3_Break_01_01_02_007	591e269bd0
LegendInfo/Ch_2_2_3_4_3_Break_01_02_001	743b52b9d0
LegendInfo/Ch_2_2_3_4_3_Break_01_02_002	60eb55d829
LegendInfo/Ch_2_2_3_4_3_Break_01_02_003	3b9814f704
LegendInfo/Ch_2_2_3_4_3_Break_01_02_004	93347dacb5
LegendInfo/Ch_2_2_3_4_3_Break_01_03_001	86ac714649
LegendInfo/Ch_2_2_3_4_3_Break_01_03_002	a6b48a0db4
LegendInfo/Ch_2_2_3_4_3_Break_01_03_003	8bd8acd68d
LegendInfo/Ch_2_2_3_4_3_Break_01_03_004	5beff91a9d
LegendInfo/Ch_2_2_3_4_3_Break_01_03_005	3af40dad8e
LegendInfo/Ch_2_2_3_4_3_Break_01_03_006	d0a3da5c10
LegendInfo/Ch_2_2_3_4_3_Break_01_03_01_001	d3a3688062
LegendInfo/Ch_2_2_3_4_3_Break_01_03_01_002	fcaec89d4b
LegendInfo/Ch_2_2_3_4_3_Break_01_03_01_003	ead1d9b221
LegendInfo/Ch_2_2_3_4_3_Break_01_03_01_004	2282427cdc
LegendInfo/Ch_2_2_3_4_3_Break_01_03_01_005	5c22d93cdf
LegendInfo/Ch_2_2_3_4_3_Break_01_03_01_006	aa74e2e60b
LegendInfo/Ch_2_2_3_4_3_Break_01_04_001	bd80aa6661
LegendInfo/Ch_2_2_3_4_3_Break_01_04_002	ac57471789
LegendInfo/Ch_2_2_3_4_3_Break_01_04_003	8d7add1896
LegendInfo/Ch_2_2_3_4_3_Break_01_04_004	f0f40d8147
LegendInfo/Ch_2_2_3_4_3_Break_01_04_01_001	b8f6d2154e
LegendInfo/Ch_2_2_3_4_3_Break_01_04_02_001	5347cddb34
LegendInfo/Ch_2_2_3_4_3_Break_01_04_02_002	ae05a609b3
LegendInfo/Ch_2_2_3_4_3_Break_01_04_02_003	2c22f4f4a5
LegendInfo/Ch_2_2_3_4_3_Break_01_04_02_004	98a0e8f0bd
LegendInfo/Ch_2_2_3_4_3_Break_01_04_02_005	6805337c2c
LegendInfo/Ch_2_2_3_4_3_Break_01_04_02_006	2f83c2d988
LegendInfo/Ch_2_2_3_4_3_Break_01_04_03_001	32bcdf5d02
LegendInfo/Ch_2_2_3_4_3_Break_01_04_03_002	32bcdf5d02
LegendInfo/Ch_2_2_4_1_001	bc09c2dda0
LegendInfo/Ch_2_2_4_1_002	ba7884e3ec
LegendInfo/Ch_2_2_4_2_001	0cf545859a
LegendInfo/Ch_2_2_4_2_002	ef73c9ae13
LegendInfo/Ch_2_2_4_2_003	b8b77736e5
LegendInfo/Ch_2_2_4_2_004	e587508c80
LegendInfo/Ch_2_2_4_2_005	2492a52e05
LegendInfo/Ch_2_2_5_001	6801e6bfcf
LegendInfo/Ch_2_2_5_002	ff2686bde4
LegendInfo/Ch_2_2_5_003	490154ecc1
LegendInfo/Ch_2_2_5_004	af02434d1a
LegendInfo/Ch_2_2_5_005	768e9555eb
LegendInfo/Ch_2_2_5_006	7bd42217d2
LegendInfo/Ch_2_2_5_007	7996acccd5
LegendInfo/Ch_2_2_5_008	f74ea3a920
LegendInfo/Ch_2_2_5_009	fef48b0d7c
LegendInfo/Ch_2_2_5_010	f5567ae97d
LegendInfo/Ch_2_2_5_011	65c7291764
LegendInfo/Ch_2_2_5_012	2ab3f4c220
LegendInfo/Ch_2_2_5_013	e75e6868aa
LegendInfo/Ch_2_2_5_1_001	e04b6c4f02
LegendInfo/Ch_2_2_5_2_001	ee216912ec
LegendInfo/Ch_2_2_5_3_001	ee216912ec
LegendInfo/Ch_2_2_5_4_001	1b758d8b3e
LegendInfo/Ch_2_2_5_4_002	bd58b6ab1b
LegendInfo/Ch_2_2_5_4_003	e157fc190f
LegendInfo/Ch_2_2_5_4_004	6dcea0555f
LegendInfo/Ch_2_2_5_4_005	464b41a62e
LegendInfo/Ch_2_2_5_4_006	f19f87a40a
LegendInfo/Ch_2_2_5_4_007	46a0999319
LegendInfo/Ch_2_2_5_4_008	74da2d37e1
LegendInfo/Ch_2_2_6_001	18c7206c81
LegendInfo/Ch_2_2_6_002	b2870c3d6a
LegendInfo/Ch_2_2_6_003	79d25c885a
LegendInfo/Ch_2_2_6_004	36ad5e8622
LegendInfo/Ch_2_2_6_005	4177247aea
LegendInfo/Ch_2_2_6_006	f5fab28b5b
LegendInfo/Ch_2_2_6_007	288414921a
LegendInfo/Ch_2_2_6_1_001	7face2afa9
LegendInfo/Ch_2_2_6_1_002	710e89c779
LegendInfo/Ch_2_2_6_1_003	3624ef2533
LegendInfo/Ch_2_2_6_1_004	e5e6db1096
LegendInfo/Ch_2_2_6_1_005	168cf2410b
LegendInfo/Ch_2_2_6_1_006	7408695c02
LegendInfo/Ch_2_2_6_1_007	1eb9b2fe63
LegendInfo/Ch_2_2_6_1_008	b0b7755c99
LegendInfo/Ch_2_2_6_2_001	10d2560560
LegendInfo/Ch_2_2_6_2_002	95c64797e8
LegendInfo/Ch_2_2_6_2_003	a4909c9f89
LegendInfo/Ch_2_2_6_2_004	4d223bde02
LegendInfo/Ch_2_2_6_2_005	4a6a992ef4
LegendInfo/Ch_2_2_6_2_006	5cb7256720
LegendInfo/Ch_2_2_6_2_007	6d84d84a2a
LegendInfo/Ch_2_2_6_3_001	16ba8c583b
LegendInfo/Ch_2_2_6_3_002	60a8934a89
LegendInfo/Ch_2_2_6_3_003	0f1ee722f6
LegendInfo/Ch_2_2_6_3_004	8feaa2cf1d
LegendInfo/Ch_2_2_6_3_005	6c2da2a37d
LegendInfo/Ch_2_2_6_3_006	98d5088c61
LegendInfo/Ch_2_2_6_3_007	975d7c9bb1
LegendInfo/Ch_2_2_6_3_008	84b13c3c93
LegendInfo/Ch_2_2_6_3_009	b8310dbd2d
LegendInfo/Ch_2_2_6_3_010	a5bbb5dc3a
LegendInfo/Ch_2_2_6_3_011	d1ae49fef1
LegendInfo/Ch_2_2_6_4_001	883854ca4c
LegendInfo/Ch_2_2_6_4_002	3a67182f30
LegendInfo/Ch_2_2_6_4_003	6bf2dd94f1
LegendInfo/Ch_2_2_6_4_004	d772c60815
LegendInfo/Ch_2_2_6_4_005	f46cdbb782
LegendInfo/Ch_2_2_6_4_006	52aeb7b0ea
LegendInfo/Ch_2_2_6_4_007	1b2fbf57ba
LegendInfo/Ch_2_2_6_4_008	1facfb056f
LegendInfo/Ch_2_2_6_4_009	d63e495703
LegendInfo/Ch_2_2_6_4_010	6b180d6098
LegendInfo/Ch_2_2_6_4_Break_01_01_001	604e38ec41
LegendInfo/Ch_2_2_6_4_Break_01_01_002	1dabd638fe
LegendInfo/Ch_2_2_6_5_001	9cab3d7506
LegendInfo/Ch_2_2_6_5_002	e81da7c883
LegendInfo/Ch_2_2_6_5_003	252195aeb1
LegendInfo/Ch_2_2_6_5_004	78fb893ba3
LegendInfo/Ch_2_2_6_5_005	44af0198f4
LegendInfo/Ch_2_3_1_001	7c9cb2c222
LegendInfo/Ch_2_3_1_002	7c3101195d
LegendInfo/Ch_2_3_1_003	aad522b18b
LegendInfo/Ch_2_3_1_004	f082972224
LegendInfo/Ch_2_3_3_001	ca258ff2a9
LegendInfo/Ch_2_3_3_002	3a2f65700e
LegendInfo/Ch_2_3_3_003	250a36297c
LegendInfo/Ch_2_4_10_1_001	a22e155f66
LegendInfo/Ch_2_4_10_1_002	213b81fca1
LegendInfo/Ch_2_4_10_1_003	69b18832d4
LegendInfo/Ch_2_4_10_1_004	ac6d58130f
LegendInfo/Ch_2_4_10_1_005	05dbf7f699
LegendInfo/Ch_2_4_10_2_001	95809c0c29
LegendInfo/Ch_2_4_10_2_002	234c2d2ebb
LegendInfo/Ch_2_4_10_2_003	08543a9d67
LegendInfo/Ch_2_4_10_2_004	c6b7cbbde2
LegendInfo/Ch_2_4_10_2_005	26acd99081
LegendInfo/Ch_2_4_10_2_006	1f2157ec93
LegendInfo/Ch_2_4_10_2_007	0d3c047912
LegendInfo/Ch_2_4_10_2_008	716d725f22
LegendInfo/Ch_2_4_10_2_2_001	b438ca01b0
LegendInfo/Ch_2_4_10_3_001	23a237c0dc
LegendInfo/Ch_2_4_10_3_002	3c4bf6a83d
LegendInfo/Ch_2_4_10_3_003	2fc3feb6c3
LegendInfo/Ch_2_4_10_3_004	aa9d0dd14c
LegendInfo/Ch_2_4_10_3_005	78071c1a4a
LegendInfo/Ch_2_4_10_3_006	3efd005a30
LegendInfo/Ch_2_4_10_3_007	4203cf4529
LegendInfo/Ch_2_4_1_001	cdcc5cfbab
LegendInfo/Ch_2_4_1_002	d9d2d8d65d
LegendInfo/Ch_2_4_1_003	685609bb20
LegendInfo/Ch_2_4_1_004	f5f8f75f0c
LegendInfo/Ch_2_4_1_005	d54e28a216
LegendInfo/Ch_2_4_1_006	e9c1835afb
LegendInfo/Ch_2_4_1_007	8b02452e9a
LegendInfo/Ch_2_4_1_008	db9274b8ce
LegendInfo/Ch_2_4_1_009	038ce77beb
LegendInfo/Ch_2_4_1_010	dd43ff5497
LegendInfo/Ch_2_4_1_011	776562039c
LegendInfo/Ch_2_4_1_012	0ba1c35596
LegendInfo/Ch_2_4_1_1_001	6455942101
LegendInfo/Ch_2_4_1_1_002	b0ca75b759
LegendInfo/Ch_2_4_2_001	968c0ad4e0
LegendInfo/Ch_2_4_2_002	2e9e19fb47
LegendInfo/Ch_2_4_2_003	9f39558e7c
LegendInfo/Ch_2_4_2_004	0f73ae2c48
LegendInfo/Ch_2_4_2_005	9a95b4216e
LegendInfo/Ch_2_4_2_006	5bceb175b1
LegendInfo/Ch_2_4_2_007	6a966d36f9
LegendInfo/Ch_2_4_2_008	d230d06d20
LegendInfo/Ch_2_4_2_009	8e81a96c46
LegendInfo/Ch_2_4_2_010	00efc3bfc9
LegendInfo/Ch_2_4_2_011	b170cdea88
LegendInfo/Ch_2_4_2_012	f1e1f7222c
LegendInfo/Ch_2_4_2_013	813c0aad52
LegendInfo/Ch_2_4_2_014	cd857e5670
LegendInfo/Ch_2_4_2_018	2ea502be96
LegendInfo/Ch_2_4_2_019	0f0948633c
LegendInfo/Ch_2_4_2_1_001	6d7c1a2c9c
LegendInfo/Ch_2_4_2_1_002	0658a2c259
LegendInfo/Ch_2_4_2_1_003	1c5fd9e31f
LegendInfo/Ch_2_4_2_Break_02_001	a7f970265b
LegendInfo/Ch_2_4_2_Break_02_002	9b243771de
LegendInfo/Ch_2_4_2_Break_02_003	4c2900155b
LegendInfo/Ch_2_4_2_Break_02_004	b6ffef3f11
LegendInfo/Ch_2_4_2_Break_02_005	280060d7fc
LegendInfo/Ch_2_4_2_Break_02_006	eab67444f4
LegendInfo/Ch_2_4_2_Break_02_007	a88c7731a6
LegendInfo/Ch_2_4_2_Break_02_008	a6c2a77292
LegendInfo/Ch_2_4_2_Break_02_009	73cc14f0d9
LegendInfo/Ch_2_4_2_Break_02_010	2e264f66be
LegendInfo/Ch_2_4_2_Break_02_011	2e23779285
LegendInfo/Ch_2_4_4_1_001	9ce1b90273
LegendInfo/Ch_2_4_4_1_002	a85a3dd25e
LegendInfo/Ch_2_4_4_1_003	990a14353d
LegendInfo/Ch_2_4_4_1_004	f6834ccf03
LegendInfo/Ch_2_4_4_1_005	a657fbecd4
LegendInfo/Ch_2_4_4_1_006	610ea27fd0
LegendInfo/Ch_2_4_5_1_001	f161a2fcd5
LegendInfo/Ch_2_4_5_1_002	cc3fb17c64
LegendInfo/Ch_2_4_5_1_003	29a617c1e2
LegendInfo/Ch_2_4_5_1_004	7f9274d54e
LegendInfo/Ch_2_4_5_2_001	86b9d31c93
LegendInfo/Ch_2_4_5_2_002	02e5cc9445
LegendInfo/Ch_2_4_5_2_003	8fb1024465
LegendInfo/Ch_2_4_5_3_Break_01_001	7c33b0e9a3
LegendInfo/Ch_2_4_5_3_Break_01_002	91db542085
LegendInfo/Ch_2_4_5_3_Break_01_003	d5aaa7dc77
LegendInfo/Ch_2_4_5_3_Break_01_004	e08ce66567
LegendInfo/Ch_2_4_5_3_Break_01_005	5dcc6faf30
LegendInfo/Ch_2_4_5_4_1_001	bda5fb61d7
LegendInfo/Ch_2_4_5_4_1_002	601ce3bf56
LegendInfo/Ch_2_4_5_4_1_003	0aafa39403
LegendInfo/Ch_2_4_5_4_1_004	1d5c360b0e
LegendInfo/Ch_2_4_5_4_2_001	83fbe61e4b
LegendInfo/Ch_2_4_6_1_001	ef18717ad4
LegendInfo/Ch_2_4_6_1_1_001	5eebdcf6c1
LegendInfo/Ch_2_4_6_1_1_002	60543928d6
LegendInfo/Ch_2_4_6_1_1_003	f4312ea2fb
LegendInfo/Ch_2_4_6_1_1_004	bf68756e6c
LegendInfo/Ch_2_4_6_2_001	e728bd566a
LegendInfo/Ch_2_4_6_2_1_001	daeff65d6e
LegendInfo/Ch_2_4_6_2_2_001	b8aeddc4c5
LegendInfo/Ch_2_4_6_2_2_002	c254208b3f
LegendInfo/Ch_2_4_6_2_2_003	3ac1cf7bdb
LegendInfo/Ch_2_4_6_2_2_004	5595f4d14f
LegendInfo/Ch_2_4_6_2_2_005	a10eb69e3d
LegendInfo/Ch_2_4_6_2_2_006	eee4a40845
LegendInfo/Ch_2_4_6_2_2_1_001	acee80e7d5
LegendInfo/Ch_2_4_6_2_3_001	e34607be88
LegendInfo/Ch_2_4_6_2_3_002	7515d58ae4
LegendInfo/Ch_2_4_6_2_5_001	6080eb2f69
LegendInfo/Ch_2_4_6_2_5_1_001	eb0d7b858f
LegendInfo/Ch_2_4_6_2_5_1_002	a63472603b
LegendInfo/Ch_2_4_6_2_Break_01_001	72104a2973
LegendInfo/Ch_2_4_7_1_001	89ea0ba525
LegendInfo/Ch_2_4_7_1_002	7cf346ff1e
LegendInfo/Ch_2_4_7_2_001	87ecb801ff
LegendInfo/Ch_2_4_7_2_002	02f94e83f4
LegendInfo/Ch_2_4_7_2_003	2ff17122ca
LegendInfo/Ch_2_4_7_2_004	6c6ccc4762
LegendInfo/Ch_2_4_7_2_1_001	a9e1d39eac
LegendInfo/Ch_2_4_7_2_1_002	fc91d6c4cb
LegendInfo/Ch_2_4_7_2_1_003	f18f40cecb
LegendInfo/Ch_2_4_7_2_2_001	f446a5f9e4
LegendInfo/Ch_2_4_7_2_2_002	ba2fc4446b
LegendInfo/Ch_2_4_7_2_2_003	5f845a54fa
LegendInfo/Ch_2_4_7_2_2_004	00cd4f0e94
LegendInfo/Ch_2_4_7_3_001	ac3938240c
