#dict_line	n_speakers	speaker_tags	names	gender
19398	1	player	赵活	M?
19399	85	beggar1|brother1|brother2|brother3|brother4|daoshi311|daoshi312|daoshi313|elder101|girl1|girl2|girl4|girl5|girl6|girl7|girl8|girl9|hero2|mask1|master|oldbeggar1|player|player_old|ranger4|sir1|sister1|special101|special102|special102_1|special103|special2|special201|special202|special203|special206|special207|special208|special212|special3|special3_2|special4|special401|special402|special402_1|special403|special405|special407|special408|special7|special800|special801|special804|special807|special808|special809|special811|special813_1|special815|special820|special826|special827|special832|special834|special835|special835_1|special999|stranger1|trainee010|trainee011|trainee1|trainee121|trainee2|trainee201|trainee214|trainee222|trainee231|trainee301|trainee312|trainee321|trainee342|trainee361|trainee8|trainee_girl2|trainees|unknown	乞丐|唐布衣|唐铮|唐升|唐惟元|青城长老|青城长老|青城长老|南宫老人|瑞杏|叶云裳|龙湘|虞小梅|夏侯兰|郁竹|魏菊|上官萤|少侠|蒙面人|唐中翎|老乞丐|赵活|赵活|公子侠|先生|唐默铃|南宫远|南宫深|南宫深|南宫浅|龙渊|邹博|观云客|听海生|福韫|金乌上人|晁和|铁冠道人|叶云舟|叶云舟|樊啸天|王二壮|温夫人|温夫人|赵逵|申屠龙|上官隼|向无忧|石公远|宋悲|谭霸刀|雷谦|吕翁|解无尘|李富贵|唐衫|画中仙|石夫人|第三香|释明|沧帮帮主|唐芳|段智秀|南宫己|南宫己|瑞笙|路人|唐门弟子|唐门弟子|唐门弟子|泥教弟子|唐门弟子|飞天弟子|铁拳弟子|夺魄弟子|玄功弟子|点苍弟子|青城弟子|峨嵋弟子|全真弟子|岭南弟子|唐门弟子|唐门女弟子|唐门众弟子|？？？	MIX
19401	1	player	赵活	M?
19402	1	brother3	唐升	M?
19403	1	brother3	唐升	M?
19404	1	brother3	唐升	M?
19405	1	brother3	唐升	M?
19406	1	brother4	唐惟元	M?
19409	1	brother3	唐升	M?
19412	1	brother3	唐升	M?
19414	1	brother3	唐升	M?
19417	1	brother3	唐升	M?
19418	1	player	赵活	M?
19419	1	brother3	唐升	M?
19420	1	player	赵活	M?
19421	1	brother3	唐升	M?
19422	1	player	赵活	M?
19423	1	brother3	唐升	M?
19425	1	brother3	唐升	M?
19426	1	player	赵活	M?
19427	1	brother3	唐升	M?
19428	1	player	赵活	M?
19429	1	brother3	唐升	M?
19430	1	player	赵活	M?
19431	1	brother3	唐升	M?
19432	1	player	赵活	M?
19433	1	brother3	唐升	M?
19434	1	trainee1	唐门弟子	M?
19435	1	brother3	唐升	M?
19437	1	brother3	唐升	M?
19438	1	brother3	唐升	M?
19439	1	player	赵活	M?
19440	1	brother3	唐升	M?
19441	1	player	赵活	M?
19443	1	brother3	唐升	M?
19444	1	brother3	唐升	M?
19445	1	player	赵活	M?
19447	1	brother3	唐升	M?
19448	2	special6_1|unknown	？？？|？？？	M?
19449	1	player	赵活	M?
19450	1	special6	万里鹏程	M?
19451	1	brother3	唐升	M?
19452	1	special6	万里鹏程	M?
19453	1	brother3	唐升	M?
19454	1	special6	万里鹏程	M?
19455	28	beggar1|brother3|brother4|female1|girl9|player|player_section|ranger1|ranger4|special101|special102|special201|special206|special207|special3|special405|special408|special800|trainee011|trainee1|trainee103|trainee3|trainee301|trainee311|trainee312|trainee343|trainee493|trainee8	乞丐|唐升|唐惟元|女子|上官萤|赵活|赵活|路人侠|公子侠|南宫远|南宫深|邹博|福韫|金乌上人|叶云舟|申屠龙|向无忧|宋悲|唐门弟子|唐门弟子|南宫家丁|唐门弟子|点苍弟子|青城弟子|青城弟子|全真弟子|锦香弟子|唐门弟子	MIX
19456	1	player	赵活	M?
19457	9	brother3|brother4|girl4|player|sister1|special3|special404|special832|stone_trainee_1	唐升|唐惟元|龙湘|赵活|唐默铃|叶云舟|丹霞子|唐芳|飞石帮	MIX
19458	1	special6	万里鹏程	M?
19459	1	player	赵活	M?
19460	1	special6	万里鹏程	M?
19461	1	special6	万里鹏程	M?
19462	1	special6	万里鹏程	M?
19463	1	special6	万里鹏程	M?
19464	1	player	赵活	M?
19465	1	special6	万里鹏程	M?
19466	1	player	赵活	M?
19467	1	special6	万里鹏程	M?
19468	1	special6	万里鹏程	M?
19469	1	player	赵活	M?
19470	1	special6	万里鹏程	M?
19471	1	player	赵活	M?
19472	1	special6	万里鹏程	M?
19474	7	big_trainee_2|girl2|player|sister1|special103|special3|trainee493	唐大鲸|叶云裳|赵活|唐默铃|南宫浅|叶云舟|锦香弟子	MIX
19475	1	ranger1	路人侠	M?
19476	1	ranger2	路人侠	M?
19477	1	player	赵活	M?
19478	1	player	赵活	M?
19479	1	ranger2	路人侠	M?
19480	1	player	赵活	M?
19482	2	ranger1|ranger3	路人侠|路人侠	M?
19483	2	brother1_0|unknown	？？？|？？？	M?
19484	1	special7	石公远	M?
19485	2	ranger1|ranger5	路人侠|路人侠	M?
19486	2	ranger1|ranger5	路人侠|路人侠	M?
19487	1	special7	石公远	M?
19488	1	player	赵活	M?
19489	1	special7	石公远	M?
19490	1	player	赵活	M?
19491	1	special7	石公远	M?
19492	1	player	赵活	M?
19493	1	special7	石公远	M?
19494	1	special7	石公远	M?
19496	1	player	赵活	M?
19498	2	ranger1|ranger3	路人侠|路人侠	M?
19499	2	trainee201|trainee341	飞天弟子|全真弟子	M?
19500	2	ranger1|ranger5	路人侠|路人侠	M?
19501	2	trainee201|trainee341	飞天弟子|全真弟子	M?
19502	2	ranger1|ranger5	路人侠|路人侠	M?
19503	2	trainee201|trainee341	飞天弟子|全真弟子	M?
19504	2	trainee201|trainee341	飞天弟子|全真弟子	M?
19505	2	ranger1|ranger5	路人侠|路人侠	M?
19506	1	ranger1	路人侠	M?
19507	1	player	赵活	M?
19508	1	player	赵活	M?
19511	1	player	赵活	M?
19513	1	player	赵活	M?
19514	1	player	赵活	M?
19516	1	player	赵活	M?
19517	1	player	赵活	M?
19518	1	player	赵活	M?
19519	1	player	赵活	M?
19520	4	player|sister1|special3|special834	赵活|唐默铃|叶云舟|段智秀	MIX
19521	1	player	赵活	M?
19524	10	bandit1|beggar1|brother4|girl5|player|ranger3|special102|special207|special816|trainee3	山贼|乞丐|唐惟元|虞小梅|赵活|路人侠|南宫深|金乌上人|破戒僧|唐门弟子	MIX
19525	2	brother3|player	唐升|赵活	M?
19526	1	player	赵活	M?
19527	1	brother3	唐升	M?
19528	1	player	赵活	M?
19529	11	brother3|brother4|girl2|girl4|girl6|girl7|player|sister1|special103|special3|trainee010	唐升|唐惟元|叶云裳|龙湘|夏侯兰|郁竹|赵活|唐默铃|南宫浅|叶云舟|唐门弟子	MIX
19530	1	player	赵活	M?
19531	1	brother3	唐升	M?
19532	1	player	赵活	M?
19533	1	brother3	唐升	M?
19534	1	brother3	唐升	M?
19535	1	player	赵活	M?
19537	1	player	赵活	M?
19541	1	brother3	唐升	M?
19542	1	brother4	唐惟元	M?
19548	1	brother4	唐惟元	M?
19549	1	brother3	唐升	M?
19550	1	player	赵活	M?
19551	1	brother4	唐惟元	M?
19552	1	brother3	唐升	M?
19553	1	player	赵活	M?
19554	1	player	赵活	M?
19556	1	brother3	唐升	M?
19557	1	player	赵活	M?
19558	1	brother3	唐升	M?
19559	1	player	赵活	M?
19560	85	beggar1|brother1|brother2|brother3|brother4|daoshi311|daoshi312|daoshi313|elder101|girl1|girl2|girl4|girl5|girl6|girl7|girl8|girl9|hero2|mask1|master|oldbeggar1|player|player_old|ranger4|sir1|sister1|special101|special102|special102_1|special103|special2|special201|special202|special203|special206|special207|special208|special212|special3|special3_2|special4|special401|special402|special402_1|special403|special405|special407|special408|special7|special800|special801|special804|special807|special808|special809|special811|special813_1|special815|special820|special826|special827|special832|special834|special835|special835_1|special999|stranger1|trainee010|trainee011|trainee1|trainee121|trainee2|trainee201|trainee214|trainee222|trainee231|trainee301|trainee312|trainee321|trainee342|trainee361|trainee8|trainee_girl2|trainees|unknown	乞丐|唐布衣|唐铮|唐升|唐惟元|青城长老|青城长老|青城长老|南宫老人|瑞杏|叶云裳|龙湘|虞小梅|夏侯兰|郁竹|魏菊|上官萤|少侠|蒙面人|唐中翎|老乞丐|赵活|赵活|公子侠|先生|唐默铃|南宫远|南宫深|南宫深|南宫浅|龙渊|邹博|观云客|听海生|福韫|金乌上人|晁和|铁冠道人|叶云舟|叶云舟|樊啸天|王二壮|温夫人|温夫人|赵逵|申屠龙|上官隼|向无忧|石公远|宋悲|谭霸刀|雷谦|吕翁|解无尘|李富贵|唐衫|画中仙|石夫人|第三香|释明|沧帮帮主|唐芳|段智秀|南宫己|南宫己|瑞笙|路人|唐门弟子|唐门弟子|唐门弟子|泥教弟子|唐门弟子|飞天弟子|铁拳弟子|夺魄弟子|玄功弟子|点苍弟子|青城弟子|峨嵋弟子|全真弟子|岭南弟子|唐门弟子|唐门女弟子|唐门众弟子|？？？	MIX
19561	1	brother3	唐升	M?
19562	1	brother4	唐惟元	M?
19564	1	brother4	唐惟元	M?
19565	1	player	赵活	M?
19566	1	brother3	唐升	M?
19567	1	brother4	唐惟元	M?
19568	1	player	赵活	M?
19570	1	player	赵活	M?
19571	1	brother3	唐升	M?
19572	1	player	赵活	M?
19573	1	brother3	唐升	M?
19574	2	girl2|player	叶云裳|赵活	MIX
19575	1	brother3	唐升	M?
19576	2	player|special999	赵活|瑞笙	M?
19577	1	player	赵活	M?
19579	1	brother4	唐惟元	M?
19580	1	brother3	唐升	M?
19581	1	player	赵活	M?
19582	1	brother4	唐惟元	M?
19583	1	brother3	唐升	M?
19584	1	brother4	唐惟元	M?
19585	1	brother3	唐升	M?
19586	1	player	赵活	M?
19587	1	brother3	唐升	M?
19588	1	brother4	唐惟元	M?
19589	1	brother3	唐升	M?
19590	1	player	赵活	M?
19591	1	player	赵活	M?
19592	1	brother3	唐升	M?
19593	1	brother4	唐惟元	M?
19594	1	player	赵活	M?
19595	1	brother3	唐升	M?
19596	1	player	赵活	M?
19597	85	beggar1|brother1|brother2|brother3|brother4|daoshi311|daoshi312|daoshi313|elder101|girl1|girl2|girl4|girl5|girl6|girl7|girl8|girl9|hero2|mask1|master|oldbeggar1|player|player_old|ranger4|sir1|sister1|special101|special102|special102_1|special103|special2|special201|special202|special203|special206|special207|special208|special212|special3|special3_2|special4|special401|special402|special402_1|special403|special405|special407|special408|special7|special800|special801|special804|special807|special808|special809|special811|special813_1|special815|special820|special826|special827|special832|special834|special835|special835_1|special999|stranger1|trainee010|trainee011|trainee1|trainee121|trainee2|trainee201|trainee214|trainee222|trainee231|trainee301|trainee312|trainee321|trainee342|trainee361|trainee8|trainee_girl2|trainees|unknown	乞丐|唐布衣|唐铮|唐升|唐惟元|青城长老|青城长老|青城长老|南宫老人|瑞杏|叶云裳|龙湘|虞小梅|夏侯兰|郁竹|魏菊|上官萤|少侠|蒙面人|唐中翎|老乞丐|赵活|赵活|公子侠|先生|唐默铃|南宫远|南宫深|南宫深|南宫浅|龙渊|邹博|观云客|听海生|福韫|金乌上人|晁和|铁冠道人|叶云舟|叶云舟|樊啸天|王二壮|温夫人|温夫人|赵逵|申屠龙|上官隼|向无忧|石公远|宋悲|谭霸刀|雷谦|吕翁|解无尘|李富贵|唐衫|画中仙|石夫人|第三香|释明|沧帮帮主|唐芳|段智秀|南宫己|南宫己|瑞笙|路人|唐门弟子|唐门弟子|唐门弟子|泥教弟子|唐门弟子|飞天弟子|铁拳弟子|夺魄弟子|玄功弟子|点苍弟子|青城弟子|峨嵋弟子|全真弟子|岭南弟子|唐门弟子|唐门女弟子|唐门众弟子|？？？	MIX
19598	1	brother4	唐惟元	M?
19599	1	brother3	唐升	M?
19600	1	player	赵活	M?
19601	1	brother3	唐升	M?
19602	1	player	赵活	M?
19603	1	brother4	唐惟元	M?
19604	1	player	赵活	M?
19605	1	player	赵活	M?
19606	1	brother3	唐升	M?
19607	1	player	赵活	M?
19608	1	brother3	唐升	M?
19609	1	brother4	唐惟元	M?
19610	1	brother4	唐惟元	M?
19611	1	player	赵活	M?
19612	1	brother3	唐升	M?
19613	1	player	赵活	M?
19614	1	player	赵活	M?
19615	1	player	赵活	M?
19616	1	brother3	唐升	M?
19618	1	player	赵活	M?
19619	1	brother4	唐惟元	M?
19620	1	brother4	唐惟元	M?
19621	1	brother3	唐升	M?
19622	1	brother4	唐惟元	M?
19623	1	player	赵活	M?
19624	1	player	赵活	M?
19625	1	brother3	唐升	M?
19626	1	player	赵活	M?
19627	1	brother3	唐升	M?
19628	1	brother4	唐惟元	M?
19629	1	brother3	唐升	M?
19630	1	player	赵活	M?
19631	1	brother3	唐升	M?
19632	1	player	赵活	M?
19633	1	player	赵活	M?
19634	1	brother3	唐升	M?
19635	1	player	赵活	M?
19636	2	brother3|daoshi311	唐升|青城长老	M?
19637	1	player	赵活	M?
19638	1	brother4	唐惟元	M?
19639	1	player	赵活	M?
19640	1	player	赵活	M?
19641	1	brother4	唐惟元	M?
19642	1	player	赵活	M?
19643	1	player	赵活	M?
19644	1	player	赵活	M?
19645	1	brother4	唐惟元	M?
19646	1	brother4	唐惟元	M?
19647	1	brother3	唐升	M?
19648	1	player	赵活	M?
19649	1	brother4	唐惟元	M?
19650	1	player	赵活	M?
19651	2	brother3|player	唐升|赵活	M?
19652	1	player	赵活	M?
19653	1	player	赵活	M?
19654	4	badguy1|brother3|brother4|player	歹人|唐升|唐惟元|赵活	M?
19655	1	brother3	唐升	M?
19656	1	player	赵活	M?
19657	1	player	赵活	M?
19658	1	brother4	唐惟元	M?
19659	1	player	赵活	M?
19660	1	player	赵活	M?
19661	1	brother3	唐升	M?
19663	1	player	赵活	M?
19664	1	brother3	唐升	M?
19665	1	brother4	唐惟元	M?
19666	1	brother3	唐升	M?
19667	1	brother3	唐升	M?
19669	1	stone_trainee_1	飞石帮	M?
19670	1	player	赵活	M?
19671	1	stone_trainee_1	飞石帮	M?
19672	1	player	赵活	M?
19673	1	player	赵活	M?
19674	1	stone_trainee_1	飞石帮	M?
19675	1	brother4	唐惟元	M?
19676	1	player	赵活	M?
19677	1	player	赵活	M?
19678	1	stone_trainee_1	飞石帮	M?
19679	1	brother4	唐惟元	M?
19680	1	player	赵活	M?
19681	8	brother1|brother2|brother4|girl9|player|sister1|special102|special204	唐布衣|唐铮|唐惟元|上官萤|赵活|唐默铃|南宫深|火龙仙君	MIX
19682	1	brother4	唐惟元	M?
19683	1	player	赵活	M?
19684	1	special7	石公远	M?
19685	1	brother4	唐惟元	M?
19687	1	brother4	唐惟元	M?
19688	1	brother4	唐惟元	M?
19689	1	special7	石公远	M?
19690	1	special7	石公远	M?
19691	1	player	赵活	M?
19692	1	brother4	唐惟元	M?
19694	1	brother4	唐惟元	M?
19695	1	player	赵活	M?
19696	1	special7	石公远	M?
19697	1	special7	石公远	M?
19699	1	brother4	唐惟元	M?
19700	1	player	赵活	M?
19701	1	special7	石公远	M?
19702	28	beggar1|brother3|brother4|female1|girl9|player|player_section|ranger1|ranger4|special101|special102|special201|special206|special207|special3|special405|special408|special800|trainee011|trainee1|trainee103|trainee3|trainee301|trainee311|trainee312|trainee343|trainee493|trainee8	乞丐|唐升|唐惟元|女子|上官萤|赵活|赵活|路人侠|公子侠|南宫远|南宫深|邹博|福韫|金乌上人|叶云舟|申屠龙|向无忧|宋悲|唐门弟子|唐门弟子|南宫家丁|唐门弟子|点苍弟子|青城弟子|青城弟子|全真弟子|锦香弟子|唐门弟子	MIX
19703	1	special7	石公远	M?
19704	9	brother3|brother4|girl4|player|sister1|special3|special404|special832|stone_trainee_1	唐升|唐惟元|龙湘|赵活|唐默铃|叶云舟|丹霞子|唐芳|飞石帮	MIX
19709	1	brother4	唐惟元	M?
19710	1	special7	石公远	M?
19711	1	special7	石公远	M?
19712	1	brother4	唐惟元	M?
19714	1	special7	石公远	M?
19715	1	brother4	唐惟元	M?
19716	1	special7	石公远	M?
19717	1	brother4	唐惟元	M?
19718	1	player	赵活	M?
19721	2	player|trainee1	赵活|唐门弟子	M?
19722	1	stone_trainee_1	飞石帮	M?
19723	1	special7	石公远	M?
19724	1	stone_trainee_1	飞石帮	M?
19727	1	brother4	唐惟元	M?
19728	1	player	赵活	M?
19730	1	special7	石公远	M?
19731	1	brother4	唐惟元	M?
19732	1	special7	石公远	M?
19733	1	stone_trainee_1	飞石帮	M?
19734	1	player	赵活	M?
19735	1	special7	石公远	M?
19736	2	brother3|brother4	唐升|唐惟元	M?
19737	1	special7	石公远	M?
19738	1	brother4	唐惟元	M?
19739	1	player	赵活	M?
19740	1	special7	石公远	M?
19741	1	special7	石公远	M?
19742	1	special7	石公远	M?
19743	1	brother4	唐惟元	M?
19744	1	special7	石公远	M?
19746	1	player	赵活	M?
19747	1	player	赵活	M?
19748	1	player	赵活	M?
19750	1	special7	石公远	M?
19751	3	player|trainee312|women411	赵活|青城弟子|南宫妇人	MIX
19752	1	player	赵活	M?
19753	1	player	赵活	M?
19754	1	player	赵活	M?
19755	1	player	赵活	M?
19756	1	special7	石公远	M?
19757	1	player	赵活	M?
19758	1	special7	石公远	M?
19759	1	player	赵活	M?
19760	1	special7	石公远	M?
19763	1	player	赵活	M?
19764	1	player	赵活	M?
19765	1	player	赵活	M?
19766	1	player	赵活	M?
19767	1	special7	石公远	M?
19768	1	player	赵活	M?
19769	1	special7	石公远	M?
19770	1	player	赵活	M?
19771	1	player	赵活	M?
19772	1	special7	石公远	M?
19773	1	player	赵活	M?
19774	1	special7	石公远	M?
19775	1	player	赵活	M?
19776	1	special7	石公远	M?
19777	1	player	赵活	M?
19778	1	special7	石公远	M?
19779	1	player	赵活	M?
19780	1	special7	石公远	M?
19781	1	player	赵活	M?
19782	1	special7	石公远	M?
19783	1	player	赵活	M?
19784	1	brother4	唐惟元	M?
19785	1	special7	石公远	M?
19786	1	player	赵活	M?
19787	1	player	赵活	M?
19788	85	beggar1|brother1|brother2|brother3|brother4|daoshi311|daoshi312|daoshi313|elder101|girl1|girl2|girl4|girl5|girl6|girl7|girl8|girl9|hero2|mask1|master|oldbeggar1|player|player_old|ranger4|sir1|sister1|special101|special102|special102_1|special103|special2|special201|special202|special203|special206|special207|special208|special212|special3|special3_2|special4|special401|special402|special402_1|special403|special405|special407|special408|special7|special800|special801|special804|special807|special808|special809|special811|special813_1|special815|special820|special826|special827|special832|special834|special835|special835_1|special999|stranger1|trainee010|trainee011|trainee1|trainee121|trainee2|trainee201|trainee214|trainee222|trainee231|trainee301|trainee312|trainee321|trainee342|trainee361|trainee8|trainee_girl2|trainees|unknown	乞丐|唐布衣|唐铮|唐升|唐惟元|青城长老|青城长老|青城长老|南宫老人|瑞杏|叶云裳|龙湘|虞小梅|夏侯兰|郁竹|魏菊|上官萤|少侠|蒙面人|唐中翎|老乞丐|赵活|赵活|公子侠|先生|唐默铃|南宫远|南宫深|南宫深|南宫浅|龙渊|邹博|观云客|听海生|福韫|金乌上人|晁和|铁冠道人|叶云舟|叶云舟|樊啸天|王二壮|温夫人|温夫人|赵逵|申屠龙|上官隼|向无忧|石公远|宋悲|谭霸刀|雷谦|吕翁|解无尘|李富贵|唐衫|画中仙|石夫人|第三香|释明|沧帮帮主|唐芳|段智秀|南宫己|南宫己|瑞笙|路人|唐门弟子|唐门弟子|唐门弟子|泥教弟子|唐门弟子|飞天弟子|铁拳弟子|夺魄弟子|玄功弟子|点苍弟子|青城弟子|峨嵋弟子|全真弟子|岭南弟子|唐门弟子|唐门女弟子|唐门众弟子|？？？	MIX
19789	85	beggar1|brother1|brother2|brother3|brother4|daoshi311|daoshi312|daoshi313|elder101|girl1|girl2|girl4|girl5|girl6|girl7|girl8|girl9|hero2|mask1|master|oldbeggar1|player|player_old|ranger4|sir1|sister1|special101|special102|special102_1|special103|special2|special201|special202|special203|special206|special207|special208|special212|special3|special3_2|special4|special401|special402|special402_1|special403|special405|special407|special408|special7|special800|special801|special804|special807|special808|special809|special811|special813_1|special815|special820|special826|special827|special832|special834|special835|special835_1|special999|stranger1|trainee010|trainee011|trainee1|trainee121|trainee2|trainee201|trainee214|trainee222|trainee231|trainee301|trainee312|trainee321|trainee342|trainee361|trainee8|trainee_girl2|trainees|unknown	乞丐|唐布衣|唐铮|唐升|唐惟元|青城长老|青城长老|青城长老|南宫老人|瑞杏|叶云裳|龙湘|虞小梅|夏侯兰|郁竹|魏菊|上官萤|少侠|蒙面人|唐中翎|老乞丐|赵活|赵活|公子侠|先生|唐默铃|南宫远|南宫深|南宫深|南宫浅|龙渊|邹博|观云客|听海生|福韫|金乌上人|晁和|铁冠道人|叶云舟|叶云舟|樊啸天|王二壮|温夫人|温夫人|赵逵|申屠龙|上官隼|向无忧|石公远|宋悲|谭霸刀|雷谦|吕翁|解无尘|李富贵|唐衫|画中仙|石夫人|第三香|释明|沧帮帮主|唐芳|段智秀|南宫己|南宫己|瑞笙|路人|唐门弟子|唐门弟子|唐门弟子|泥教弟子|唐门弟子|飞天弟子|铁拳弟子|夺魄弟子|玄功弟子|点苍弟子|青城弟子|峨嵋弟子|全真弟子|岭南弟子|唐门弟子|唐门女弟子|唐门众弟子|？？？	MIX
19790	1	player	赵活	M?
19791	1	special7	石公远	M?
19792	1	player	赵活	M?
19793	1	special7	石公远	M?
19794	2	badguy2|player	歹人|赵活	M?
19795	1	special7	石公远	M?
19797	1	brother4	唐惟元	M?
19798	1	player	赵活	M?
19799	1	brother4	唐惟元	M?
19800	1	player	赵活	M?
19803	1	player	赵活	M?
19804	1	player	赵活	M?
19805	1	player	赵活	M?
19806	1	player	赵活	M?
19807	1	special7	石公远	M?
19808	1	player	赵活	M?
19809	1	special7	石公远	M?
19810	1	player	赵活	M?
19811	1	special7	石公远	M?
19812	1	player	赵活	M?
19813	1	player	赵活	M?
19814	1	special7	石公远	M?
19815	1	player	赵活	M?
19816	1	special7	石公远	M?
19817	1	player	赵活	M?
19818	2	special4|special7	樊啸天|石公远	M?
19819	1	player	赵活	M?
19820	1	special7	石公远	M?
19821	1	player	赵活	M?
19822	1	player	赵活	M?
19823	1	special7	石公远	M?
19824	1	player	赵活	M?
19825	1	player	赵活	M?
19826	1	player	赵活	M?
19827	1	special7	石公远	M?
19828	1	player	赵活	M?
19829	1	girl4_1	少女	M?
19830	1	girl4	龙湘	F
19831	1	player	赵活	M?
19832	1	special7	石公远	M?
19833	1	girl4	龙湘	F
19834	1	player	赵活	M?
19835	1	girl4	龙湘	F
19836	1	special7	石公远	M?
19837	1	girl4	龙湘	F
19839	3	girl4|player|special3	龙湘|赵活|叶云舟	MIX
19840	1	player	赵活	M?
19841	1	girl4	龙湘	F
19843	1	girl4	龙湘	F
19844	1	player	赵活	M?
19845	1	special7	石公远	M?
19846	1	girl4	龙湘	F
19847	1	special7	石公远	M?
19848	1	girl4	龙湘	F
19849	1	special7	石公远	M?
19850	1	girl4	龙湘	F
19851	1	special7	石公远	M?
19852	1	special7	石公远	M?
19853	1	player	赵活	M?
19854	1	girl4	龙湘	F
19855	1	player	赵活	M?
19856	1	brother4	唐惟元	M?
19857	1	special7	石公远	M?
19859	1	brother4	唐惟元	M?
19860	1	player	赵活	M?
19861	1	girl4	龙湘	F
19862	1	player	赵活	M?
19863	1	girl4	龙湘	F
19864	1	player	赵活	M?
19865	1	girl4	龙湘	F
19866	1	brother4	唐惟元	M?
19868	1	girl4	龙湘	F
19869	1	player	赵活	M?
19870	1	girl4	龙湘	F
19871	1	player	赵活	M?
19872	1	girl4	龙湘	F
19873	1	player	赵活	M?
19874	1	girl4	龙湘	F
19875	1	player	赵活	M?
19876	1	girl4	龙湘	F
19877	1	brother4	唐惟元	M?
19879	1	girl4	龙湘	F
19880	1	player	赵活	M?
19881	1	girl4	龙湘	F
19882	1	girl4	龙湘	F
19883	1	player	赵活	M?
19887	1	player	赵活	M?
19888	1	girl4_1	少女	M?
19889	1	girl4	龙湘	F
19890	1	special7	石公远	M?
19891	1	player	赵活	M?
19892	1	girl4	龙湘	F
19893	1	brother4	唐惟元	M?
19894	1	girl4	龙湘	F
19895	10	brother4|girl2|girl4|player|sister1|special103|special3|special4|special834|trainee1	唐惟元|叶云裳|龙湘|赵活|唐默铃|南宫浅|叶云舟|樊啸天|段智秀|唐门弟子	MIX
19896	1	girl4	龙湘	F
19897	1	special7	石公远	M?
19898	1	girl4	龙湘	F
19899	1	special7	石公远	M?
19900	5	girl4|player|special808|trainee122|waiter1	龙湘|赵活|解无尘|泥教弟子|店小二	MIX
19901	1	special7	石公远	M?
19903	1	player	赵活	M?
19904	1	girl4	龙湘	F
19905	1	special7	石公远	M?
19906	4	girl4|girl6|sister1|special3	龙湘|夏侯兰|唐默铃|叶云舟	MIX
19909	3	girl4|player|special3	龙湘|赵活|叶云舟	MIX
19910	1	girl4	龙湘	F
19912	1	girl4	龙湘	F
19913	1	special7	石公远	M?
19914	1	girl4	龙湘	F
19915	1	special7	石公远	M?
19916	1	girl4	龙湘	F
19917	1	special7	石公远	M?
19918	1	player	赵活	M?
19920	1	brother4	唐惟元	M?
19921	1	brother4	唐惟元	M?
19922	1	girl4	龙湘	F
19923	1	player	赵活	M?
19924	1	girl4	龙湘	F
19925	12	girl2|girl4|girl6|girl8|player|sir1|sister1|special2_1|special808|special809|trainee5|trainee9	叶云裳|龙湘|夏侯兰|魏菊|赵活|先生|唐默铃|？？？|解无尘|李富贵|唐门弟子|唐门弟子	MIX
19926	1	girl4	龙湘	F
19927	1	brother4	唐惟元	M?
19928	1	player	赵活	M?
19929	1	brother4	唐惟元	M?
19930	1	player	赵活	M?
19931	1	player	赵活	M?
19932	1	brother3	唐升	M?
19933	1	brother4	唐惟元	M?
19934	1	player	赵活	M?
19935	1	player	赵活	M?
19936	1	player	赵活	M?
19937	1	brother3	唐升	M?
19938	1	player	赵活	M?
19939	1	brother3	唐升	M?
19940	1	brother3	唐升	M?
19941	1	player	赵活	M?
19942	1	brother3	唐升	M?
19944	1	player	赵活	M?
19945	1	brother4	唐惟元	M?
19946	1	player	赵活	M?
19947	1	brother4	唐惟元	M?
19949	1	player	赵活	M?
19950	1	brother3	唐升	M?
19952	1	player	赵活	M?
19954	1	brother3	唐升	M?
19955	1	player	赵活	M?
19956	1	brother3	唐升	M?
19957	1	player	赵活	M?
19959	85	beggar1|brother1|brother2|brother3|brother4|daoshi311|daoshi312|daoshi313|elder101|girl1|girl2|girl4|girl5|girl6|girl7|girl8|girl9|hero2|mask1|master|oldbeggar1|player|player_old|ranger4|sir1|sister1|special101|special102|special102_1|special103|special2|special201|special202|special203|special206|special207|special208|special212|special3|special3_2|special4|special401|special402|special402_1|special403|special405|special407|special408|special7|special800|special801|special804|special807|special808|special809|special811|special813_1|special815|special820|special826|special827|special832|special834|special835|special835_1|special999|stranger1|trainee010|trainee011|trainee1|trainee121|trainee2|trainee201|trainee214|trainee222|trainee231|trainee301|trainee312|trainee321|trainee342|trainee361|trainee8|trainee_girl2|trainees|unknown	乞丐|唐布衣|唐铮|唐升|唐惟元|青城长老|青城长老|青城长老|南宫老人|瑞杏|叶云裳|龙湘|虞小梅|夏侯兰|郁竹|魏菊|上官萤|少侠|蒙面人|唐中翎|老乞丐|赵活|赵活|公子侠|先生|唐默铃|南宫远|南宫深|南宫深|南宫浅|龙渊|邹博|观云客|听海生|福韫|金乌上人|晁和|铁冠道人|叶云舟|叶云舟|樊啸天|王二壮|温夫人|温夫人|赵逵|申屠龙|上官隼|向无忧|石公远|宋悲|谭霸刀|雷谦|吕翁|解无尘|李富贵|唐衫|画中仙|石夫人|第三香|释明|沧帮帮主|唐芳|段智秀|南宫己|南宫己|瑞笙|路人|唐门弟子|唐门弟子|唐门弟子|泥教弟子|唐门弟子|飞天弟子|铁拳弟子|夺魄弟子|玄功弟子|点苍弟子|青城弟子|峨嵋弟子|全真弟子|岭南弟子|唐门弟子|唐门女弟子|唐门众弟子|？？？	MIX
